path,text
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_4_3_cell_expansion_1_0_threshold_0_8.png,"signal_b50=22436.1, signal_b800=4057.63"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_3_4_cell_expansion_9_0_threshold_0_7.png,"signal_b50=24305, signal_b800=13773.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_3_cell_expansion_1_0_threshold_0_7.png,"signal_b50=23283.3, signal_b800=8344.64"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_2_cell_expansion_13_0_threshold_0_7.png,"signal_b50=24686.2, signal_b800=16089"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_0_4_cell_expansion_5_0_threshold_0_4.png,"signal_b50=24666.4, signal_b800=16572.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_0_2_cell_expansion_7_0_threshold_0_4.png,"signal_b50=24563, signal_b800=15656.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_0_1_cell_expansion_9_0_threshold_0_6.png,"signal_b50=24453.6, signal_b800=14899.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_4_2_cell_expansion_15_0_threshold_0_4.png,"signal_b50=23173, signal_b800=7555.17"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_0_2_cell_expansion_15_0_threshold_0_6.png,"signal_b50=23787.5, signal_b800=10896.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_0_4_cell_expansion_15_0_threshold_0_4.png,"signal_b50=24307.2, signal_b800=13822.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_0_0_cell_expansion_15_0_threshold_0_5.png,"signal_b50=24278.8, signal_b800=13569.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_2_2_cell_expansion_5_0_threshold_0_4.png,"signal_b50=24275.7, signal_b800=13550.2"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_3_4_cell_expansion_3_0_threshold_0_8.png,"signal_b50=23287.8, signal_b800=8298.69"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_4_cell_expansion_3_0_threshold_0_8.png,"signal_b50=22504.3, signal_b800=4295.79"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_0_2_cell_expansion_3_0_threshold_0_7.png,"signal_b50=23565.1, signal_b800=9958.06"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_1_1_cell_expansion_1_0_threshold_0_6.png,"signal_b50=23081.8, signal_b800=7336.62"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_1_cell_expansion_9_0_threshold_0_7.png,"signal_b50=24228.2, signal_b800=13137.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_1_cell_expansion_1_0_threshold_0_5.png,"signal_b50=23324.1, signal_b800=8572.52"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_0_cell_expansion_7_0_threshold_0_8.png,"signal_b50=22295.6, signal_b800=3345.91"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_3_3_cell_expansion_3_0_threshold_0_8.png,"signal_b50=23048.2, signal_b800=7063.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_2_2_cell_expansion_15_0_threshold_0_6.png,"signal_b50=24280.5, signal_b800=13768.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_4_cell_expansion_9_0_threshold_0_8.png,"signal_b50=22295.6, signal_b800=3345.91"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_4_1_cell_expansion_9_0_threshold_0_4.png,"signal_b50=24451.7, signal_b800=15015.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_1_cell_expansion_1_0_threshold_0_7.png,"signal_b50=23054.6, signal_b800=7197.61"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_4_3_cell_expansion_13_0_threshold_0_6.png,"signal_b50=24425.5, signal_b800=14872.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_3_cell_expansion_15_0_threshold_0_4.png,"signal_b50=24923.3, signal_b800=18495.5"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_2_0_cell_expansion_7_0_threshold_0_7.png,"signal_b50=24141.7, signal_b800=12807.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_2_2_cell_expansion_1_0_threshold_0_5.png,"signal_b50=23701.9, signal_b800=10825.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_2_4_cell_expansion_7_0_threshold_0_6.png,"signal_b50=24634.1, signal_b800=15976.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_4_cell_expansion_13_0_threshold_0_5.png,"signal_b50=24856.1, signal_b800=17714.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_3_3_cell_expansion_9_0_threshold_0_6.png,"signal_b50=24692.7, signal_b800=16246.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_3_0_cell_expansion_13_0_threshold_0_4.png,"signal_b50=24463.1, signal_b800=15092.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_4_cell_expansion_13_0_threshold_0_4.png,"signal_b50=24880, signal_b800=17965.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_1_4_cell_expansion_3_0_threshold_0_4.png,"signal_b50=23667.1, signal_b800=10546.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_1_1_cell_expansion_5_0_threshold_0_8.png,"signal_b50=23209.9, signal_b800=7671.55"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_1_2_cell_expansion_5_0_threshold_0_8.png,"signal_b50=23885.2, signal_b800=11183.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_0_2_cell_expansion_9_0_threshold_0_4.png,"signal_b50=24536.2, signal_b800=15361.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_2_0_cell_expansion_3_0_threshold_0_5.png,"signal_b50=22527.4, signal_b800=4443.07"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_2_cell_expansion_1_0_threshold_0_8.png,"signal_b50=22550, signal_b800=4588.83"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_0_cell_expansion_9_0_threshold_0_8.png,"signal_b50=23318.5, signal_b800=7925.66"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_4_3_cell_expansion_3_0_threshold_0_7.png,"signal_b50=23563.1, signal_b800=9756.48"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_0_cell_expansion_11_0_threshold_0_6.png,"signal_b50=22816.7, signal_b800=5848.98"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_2_cell_expansion_5_0_threshold_0_5.png,"signal_b50=24536, signal_b800=15538.4"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_0_cell_expansion_15_0_threshold_0_5.png,"signal_b50=24755.6, signal_b800=16796.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_4_3_cell_expansion_3_0_threshold_0_4.png,"signal_b50=23998.2, signal_b800=12389.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_1_cell_expansion_11_0_threshold_0_5.png,"signal_b50=24846.7, signal_b800=17619.5"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_3_cell_expansion_3_0_threshold_0_5.png,"signal_b50=24572.1, signal_b800=15824"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_4_3_cell_expansion_9_0_threshold_0_8.png,"signal_b50=23730.4, signal_b800=10253.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_3_cell_expansion_13_0_threshold_0_4.png,"signal_b50=24915.9, signal_b800=18352.5"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_0_cell_expansion_9_0_threshold_0_7.png,"signal_b50=24427.8, signal_b800=14405.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_1_0_cell_expansion_3_0_threshold_0_6.png,"signal_b50=23924, signal_b800=11945.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_1_0_cell_expansion_11_0_threshold_0_8.png,"signal_b50=23538.7, signal_b800=9282.23"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_2_cell_expansion_3_0_threshold_0_8.png,"signal_b50=22847.3, signal_b800=6011.16"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_4_cell_expansion_5_0_threshold_0_7.png,"signal_b50=24638.5, signal_b800=15973.5"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_2_cell_expansion_15_0_threshold_0_6.png,"signal_b50=24793.3, signal_b800=17004.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_0_cell_expansion_7_0_threshold_0_5.png,"signal_b50=24698.8, signal_b800=16578.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_0_cell_expansion_15_0_threshold_0_4.png,"signal_b50=24766.3, signal_b800=16886.6"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_0_4_cell_expansion_1_0_threshold_0_8.png,"signal_b50=22374.7, signal_b800=3738.15"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_0_0_cell_expansion_1_0_threshold_0_4.png,"signal_b50=23322.1, signal_b800=8630.77"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_3_0_cell_expansion_9_0_threshold_0_8.png,"signal_b50=22780.4, signal_b800=5516.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_3_1_cell_expansion_15_0_threshold_0_8.png,"signal_b50=23609.6, signal_b800=9758.39"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_1_cell_expansion_3_0_threshold_0_4.png,"signal_b50=24316.4, signal_b800=14357.5"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_1_4_cell_expansion_1_0_threshold_0_7.png,"signal_b50=22324.4, signal_b800=3474.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_2_0_cell_expansion_3_0_threshold_0_8.png,"signal_b50=23132.2, signal_b800=7291.03"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_2_3_cell_expansion_3_0_threshold_0_8.png,"signal_b50=23153.5, signal_b800=7386.45"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_0_4_cell_expansion_3_0_threshold_0_7.png,"signal_b50=23547.7, signal_b800=9665.53"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_4_3_cell_expansion_1_0_threshold_0_7.png,"signal_b50=22824.7, signal_b800=6049.92"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_2_4_cell_expansion_3_0_threshold_0_4.png,"signal_b50=23692.8, signal_b800=10468.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_3_0_cell_expansion_1_0_threshold_0_5.png,"signal_b50=23438.8, signal_b800=9323.58"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_0_3_cell_expansion_3_0_threshold_0_6.png,"signal_b50=24026.4, signal_b800=12527.4"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_1_4_cell_expansion_7_0_threshold_0_4.png,"signal_b50=24252.7, signal_b800=13705.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_2_3_cell_expansion_1_0_threshold_0_5.png,"signal_b50=23248.7, signal_b800=8318.82"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_4_1_cell_expansion_9_0_threshold_0_7.png,"signal_b50=23625.1, signal_b800=9708.78"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_3_0_cell_expansion_3_0_threshold_0_8.png,"signal_b50=22658.8, signal_b800=5184.66"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_3_2_cell_expansion_3_0_threshold_0_5.png,"signal_b50=24370.4, signal_b800=14286.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_4_3_cell_expansion_15_0_threshold_0_7.png,"signal_b50=24586.1, signal_b800=15686.6"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_2_cell_expansion_5_0_threshold_0_6.png,"signal_b50=24621.2, signal_b800=16052.5"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_0_0_cell_expansion_1_0_threshold_0_8.png,"signal_b50=23066.7, signal_b800=7240.63"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_3_4_cell_expansion_9_0_threshold_0_8.png,"signal_b50=22944.5, signal_b800=6259.91"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_0_4_cell_expansion_15_0_threshold_0_6.png,"signal_b50=24652.8, signal_b800=16331.6"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_2_0_cell_expansion_11_0_threshold_0_6.png,"signal_b50=24297.5, signal_b800=13407.2"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_1_3_cell_expansion_13_0_threshold_0_5.png,"signal_b50=24670.9, signal_b800=16302.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_0_cell_expansion_7_0_threshold_0_6.png,"signal_b50=24733.5, signal_b800=16913.6"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_4_1_cell_expansion_11_0_threshold_0_4.png,"signal_b50=24477.4, signal_b800=14781.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_2_0_cell_expansion_9_0_threshold_0_7.png,"signal_b50=24323.5, signal_b800=13955.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_2_0_cell_expansion_13_0_threshold_0_7.png,"signal_b50=24506.1, signal_b800=15159.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_0_cell_expansion_7_0_threshold_0_6.png,"signal_b50=24671.5, signal_b800=16166.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_1_1_cell_expansion_15_0_threshold_0_4.png,"signal_b50=24635.9, signal_b800=16058.4"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_0_cell_expansion_11_0_threshold_0_4.png,"signal_b50=24872.6, signal_b800=17879.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_3_0_cell_expansion_3_0_threshold_0_5.png,"signal_b50=23599.7, signal_b800=9899.46"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_2_cell_expansion_11_0_threshold_0_4.png,"signal_b50=24906.1, signal_b800=18225.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_3_0_cell_expansion_9_0_threshold_0_7.png,"signal_b50=24468.8, signal_b800=14653.2"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_4_0_cell_expansion_7_0_threshold_0_8.png,"signal_b50=23431.6, signal_b800=8736.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_0_3_cell_expansion_5_0_threshold_0_4.png,"signal_b50=24569, signal_b800=15730.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_0_0_cell_expansion_9_0_threshold_0_6.png,"signal_b50=23869.4, signal_b800=11549.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_4_2_cell_expansion_13_0_threshold_0_7.png,"signal_b50=24723.7, signal_b800=16630.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_3_3_cell_expansion_3_0_threshold_0_7.png,"signal_b50=22777.7, signal_b800=5694.32"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_0_2_cell_expansion_7_0_threshold_0_6.png,"signal_b50=23021.9, signal_b800=6829.71"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_1_cell_expansion_15_0_threshold_0_6.png,"signal_b50=24638.6, signal_b800=16061.6"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_0_3_cell_expansion_7_0_threshold_0_4.png,"signal_b50=24598, signal_b800=15591.6"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_3_cell_expansion_15_0_threshold_0_8.png,"signal_b50=24083.2, signal_b800=12063"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_1_1_cell_expansion_3_0_threshold_0_8.png,"signal_b50=23039.9, signal_b800=6950.14"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_1_cell_expansion_1_0_threshold_0_5.png,"signal_b50=23098.5, signal_b800=7394.48"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_1_0_cell_expansion_7_0_threshold_0_6.png,"signal_b50=24554.5, signal_b800=15580"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_0_2_cell_expansion_15_0_threshold_0_6.png,"signal_b50=24629, signal_b800=15847.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_2_cell_expansion_5_0_threshold_0_8.png,"signal_b50=22717.1, signal_b800=5409.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_2_0_cell_expansion_7_0_threshold_0_5.png,"signal_b50=24424, signal_b800=14723.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_1_4_cell_expansion_13_0_threshold_0_7.png,"signal_b50=24084.9, signal_b800=12512.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_3_3_cell_expansion_3_0_threshold_0_5.png,"signal_b50=23965.2, signal_b800=11926.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_0_3_cell_expansion_15_0_threshold_0_4.png,"signal_b50=24735.6, signal_b800=16781.8"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_7_0_threshold_0_6.png,"signal_b50=24216.3, signal_b800=13548.6"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_3_2_cell_expansion_11_0_threshold_0_6.png,"signal_b50=24682.5, signal_b800=15971.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_0_2_cell_expansion_7_0_threshold_0_4.png,"signal_b50=23228.9, signal_b800=7968.25"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_1_3_cell_expansion_1_0_threshold_0_7.png,"signal_b50=23457.5, signal_b800=9282.72"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_3_cell_expansion_9_0_threshold_0_6.png,"signal_b50=24505.5, signal_b800=15210.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_0_cell_expansion_9_0_threshold_0_8.png,"signal_b50=22739.2, signal_b800=5333.86"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_4_4_cell_expansion_3_0_threshold_0_8.png,"signal_b50=22890.5, signal_b800=6355.54"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_4_0_cell_expansion_5_0_threshold_0_8.png,"signal_b50=22874.3, signal_b800=6260.37"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_1_cell_expansion_3_0_threshold_0_8.png,"signal_b50=22937.4, signal_b800=6399.86"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_2_cell_expansion_11_0_threshold_0_6.png,"signal_b50=24535.8, signal_b800=14961.4"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_1_2_cell_expansion_15_0_threshold_0_5.png,"signal_b50=24924.2, signal_b800=18989.5"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_4_cell_expansion_5_0_threshold_0_5.png,"signal_b50=23539.2, signal_b800=9928.35"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_2_cell_expansion_13_0_threshold_0_8.png,"signal_b50=23563, signal_b800=9094.55"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_2_2_cell_expansion_1_0_threshold_0_8.png,"signal_b50=22675.9, signal_b800=5271.85"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_0_3_cell_expansion_9_0_threshold_0_6.png,"signal_b50=24636.5, signal_b800=16000.4"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_0_0_cell_expansion_7_0_threshold_0_8.png,"signal_b50=23911.7, signal_b800=11627.5"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_2_cell_expansion_9_0_threshold_0_7.png,"signal_b50=23934, signal_b800=11793.7"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_3_2_cell_expansion_7_0_threshold_0_8.png,"signal_b50=24095.9, signal_b800=12306.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_4_0_cell_expansion_3_0_threshold_0_7.png,"signal_b50=23427, signal_b800=8947.46"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_2_cell_expansion_3_0_threshold_0_6.png,"signal_b50=24370.8, signal_b800=14319.4"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_0_1_cell_expansion_5_0_threshold_0_6.png,"signal_b50=24310.7, signal_b800=14078.9"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_4_1_cell_expansion_13_0_threshold_0_6.png,"signal_b50=24712.7, signal_b800=16284.1"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_2_0_cell_expansion_3_0_threshold_0_5.png,"signal_b50=24327.3, signal_b800=14408.3"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_0_0_cell_expansion_7_0_threshold_0_8.png,"signal_b50=23241.5, signal_b800=7894.11"
/workspace/binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_1_4_cell_expansion_11_0_threshold_0_5.png,"signal_b50=24085.3, signal_b800=12908.6"
