image_name;signal_b50;signal_b800
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_1_cell_expansion_11_0_threshold_0_4.png;24917.824526329023;18508.69556226864
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_0_4_cell_expansion_7_0_threshold_0_8.png;22864.643397105145;6065.618292175115
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_4_cell_expansion_13_0_threshold_0_6.png;24829.44647457547;17358.249651347207
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_9_0_threshold_0_8.png;22769.04173682675;5525.703335830648
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_0_4_cell_expansion_15_0_threshold_0_5.png;24656.52368879584;15862.391645371456
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_0_cell_expansion_9_0_threshold_0_4.png;24865.215445538648;17731.758977996644
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_3_0_cell_expansion_11_0_threshold_0_8.png;23497.62880349911;9080.48287652119
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_1_cell_expansion_7_0_threshold_0_8.png;23112.311336366227;7123.106372558967
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_1_1_cell_expansion_11_0_threshold_0_5.png;24366.448719023152;14030.597428184072
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_3_1_cell_expansion_5_0_threshold_0_8.png;22908.92134629566;6245.54078886971
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_4_4_cell_expansion_5_0_threshold_0_6.png;24797.3546953212;17338.66301327933
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_0_cell_expansion_5_0_threshold_0_5.png;24780.55102193096;17822.859792029034
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_11_0_threshold_0_7.png;24507.557821608112;15094.031700988708
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_2_2_cell_expansion_5_0_threshold_0_8.png;22345.177496387743;3629.566922968249
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_0_cell_expansion_9_0_threshold_0_4.png;24701.04703234402;16458.5910899375
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_0_cell_expansion_13_0_threshold_0_7.png;24224.428435801343;13072.508206755932
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_3_cell_expansion_1_0_threshold_0_7.png;23283.266407374125;8344.635728138772
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_0_4_cell_expansion_1_0_threshold_0_5.png;23147.8116100338;7535.044852300493
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_1_3_cell_expansion_13_0_threshold_0_6.png;24667.38759422276;16165.351625752275
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_4_4_cell_expansion_3_0_threshold_0_6.png;22434.361020042947;3912.7562748779305
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_0_cell_expansion_15_0_threshold_0_8.png;24221.68237631634;12951.02482493477
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_0_2_cell_expansion_9_0_threshold_0_7.png;23524.503403225805;9466.553813305658
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_1_0_threshold_0_4.png;23855.534124120317;11672.510922486988
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_2_1_cell_expansion_13_0_threshold_0_7.png;24269.83617446576;13503.915910948765
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_0_4_cell_expansion_9_0_threshold_0_4.png;24708.471866256423;16544.356553352445
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_1_cell_expansion_13_0_threshold_0_5.png;24847.78572909308;17955.879848426124
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_0_cell_expansion_15_0_threshold_0_8.png;22295.564725834272;3345.912720479547
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_2_cell_expansion_15_0_threshold_0_7.png;24685.595940050232;16228.480622665154
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_2_cell_expansion_9_0_threshold_0_8.png;22849.29616519636;6021.1019962642495
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_2_1_cell_expansion_15_0_threshold_0_6.png;24766.875443307355;16832.35648206821
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_2_cell_expansion_9_0_threshold_0_4.png;24842.94865711564;17498.690097324594
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_3_2_cell_expansion_13_0_threshold_0_6.png;24584.78874849688;15739.94833570161
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_11_0_threshold_0_7.png;23603.518303070443;9783.609987923308
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_0_cell_expansion_15_0_threshold_0_8.png;23364.8630334915;8132.009481775669
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_3_cell_expansion_9_0_threshold_0_4.png;24471.397977090684;15011.6540542051
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_3_0_threshold_0_5.png;24375.49266242594;14681.752951416323
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_0_cell_expansion_15_0_threshold_0_6.png;24623.70721514125;15943.765321296
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_2_cell_expansion_9_0_threshold_0_8.png;22723.31939963952;5456.755730687819
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_1_2_cell_expansion_5_0_threshold_0_8.png;23452.63547486248;8900.243623109656
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_4_cell_expansion_13_0_threshold_0_4.png;24767.010655788024;16915.064187322445
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_4_1_cell_expansion_1_0_threshold_0_7.png;23540.647007742547;9742.37360004776
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_3_4_cell_expansion_15_0_threshold_0_4.png;24947.650402051466;18803.58994283057
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_3_4_cell_expansion_15_0_threshold_0_5.png;24225.60590402694;13372.369067370104
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_1_cell_expansion_5_0_threshold_0_7.png;24039.03400961843;12357.95514216058
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_4_0_cell_expansion_11_0_threshold_0_6.png;24273.290564603667;13385.88186318094
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_2_cell_expansion_11_0_threshold_0_5.png;24199.57771761743;13475.221725729058
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_1_3_cell_expansion_3_0_threshold_0_7.png;23749.848543109023;10827.88749216975
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_4_2_cell_expansion_3_0_threshold_0_7.png;23517.77527237264;9570.67438065531
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_0_4_cell_expansion_13_0_threshold_0_6.png;24652.832994377422;16331.619969762698
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_1_cell_expansion_3_0_threshold_0_5.png;24549.838196682693;16081.452406011991
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_0_1_cell_expansion_11_0_threshold_0_5.png;24607.432716046183;15887.597571043882
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_1_0_cell_expansion_7_0_threshold_0_5.png;24562.07730150347;15666.203278830177
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_4_cell_expansion_5_0_threshold_0_6.png;24439.45569751256;14962.822138313368
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_0_cell_expansion_15_0_threshold_0_8.png;23584.47449227926;9550.996520173398
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_4_1_cell_expansion_5_0_threshold_0_5.png;24672.119387994957;16441.73195562674
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_3_cell_expansion_11_0_threshold_0_7.png;24541.95391955567;15089.92210410623
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_4_cell_expansion_5_0_threshold_0_7.png;24638.530338369725;15973.489964912524
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_4_cell_expansion_9_0_threshold_0_8.png;22295.564725834272;3345.912720479547
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_2_2_cell_expansion_5_0_threshold_0_7.png;24187.53060643432;13235.158218533948
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_4_0_cell_expansion_9_0_threshold_0_5.png;24653.53193458539;16299.420371711303
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_4_0_cell_expansion_5_0_threshold_0_8.png;23343.024196350325;8450.300067805534
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_2_cell_expansion_13_0_threshold_0_4.png;24819.216824220664;17349.684144082574
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_2_1_cell_expansion_13_0_threshold_0_5.png;24791.847100525345;17050.20561489939
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_2_cell_expansion_9_0_threshold_0_4.png;24702.894139433414;17533.03342623504
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_1_1_cell_expansion_9_0_threshold_0_5.png;24367.815341592777;14047.203786952708
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_4_cell_expansion_13_0_threshold_0_6.png;22379.53262333526;3769.691765016888
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_4_cell_expansion_3_0_threshold_0_8.png;23174.03264091668;7603.941997012469
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_3_cell_expansion_11_0_threshold_0_7.png;24766.36495988055;16893.224744714615
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_3_cell_expansion_11_0_threshold_0_7.png;24619.27693384738;15652.9699629511
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_0_0_cell_expansion_15_0_threshold_0_8.png;23276.322263223563;8008.097649392179
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_1_1_cell_expansion_1_0_threshold_0_6.png;22992.27421057242;6838.240772974421
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_4_1_cell_expansion_9_0_threshold_0_6.png;24725.321637657165;16744.574707681422
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_3_cell_expansion_9_0_threshold_0_6.png;22910.315128526265;6179.467534802878
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_0_2_cell_expansion_13_0_threshold_0_6.png;24437.701651341165;14467.10876059336
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_2_cell_expansion_5_0_threshold_0_4.png;24785.9743520918;17463.247082658738
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_0_4_cell_expansion_9_0_threshold_0_8.png;23951.564049096996;11712.770985214627
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_0_3_cell_expansion_9_0_threshold_0_7.png;23981.28740076562;11630.31815512325
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_4_0_cell_expansion_1_0_threshold_0_4.png;23518.220422329625;9832.330028780452
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_4_0_cell_expansion_3_0_threshold_0_6.png;24480.653248288378;15345.994172407298
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_2_3_cell_expansion_3_0_threshold_0_4.png;23938.330392737305;12154.97279206362
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_0_0_cell_expansion_7_0_threshold_0_5.png;24247.564617432337;13924.51947315816
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_4_1_cell_expansion_15_0_threshold_0_6.png;23812.01906311242;10645.086184217847
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_2_1_cell_expansion_15_0_threshold_0_8.png;23114.838189537026;7006.790251225519
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_4_3_cell_expansion_1_0_threshold_0_6.png;23143.811304194583;7687.147611631623
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_0_4_cell_expansion_13_0_threshold_0_6.png;23858.485039003022;11257.174150390536
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_3_3_cell_expansion_13_0_threshold_0_4.png;24665.246372315774;16496.94529309841
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_0_1_cell_expansion_13_0_threshold_0_8.png;23699.395047974725;10108.106708540232
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_0_0_cell_expansion_3_0_threshold_0_4.png;23505.160650360653;9774.435491388653
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_2_cell_expansion_3_0_threshold_0_6.png;24167.42010184862;13297.660344086846
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_4_cell_expansion_15_0_threshold_0_5.png;22621.28103046233;4905.256911970964
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_3_0_cell_expansion_9_0_threshold_0_5.png;24658.883230343377;16080.31581276272
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_1_cell_expansion_11_0_threshold_0_8.png;24031.778062895377;11824.576320142703
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_0_4_cell_expansion_1_0_threshold_0_6.png;23013.68368048256;6941.72154827668
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_4_cell_expansion_11_0_threshold_0_7.png;24509.279733655883;14906.382193903846
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_0_cell_expansion_3_0_threshold_0_5.png;24541.078718650977;15589.806173952116
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_13_0_threshold_0_8.png;23121.437757079075;7038.400018852157
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_0_4_cell_expansion_11_0_threshold_0_7.png;22751.75312406469;5388.370669079724
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_0_2_cell_expansion_9_0_threshold_0_6.png;24629.001436533043;15847.86375621321
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_0_cell_expansion_11_0_threshold_0_6.png;22816.69099240894;5848.984570631636
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_3_2_cell_expansion_15_0_threshold_0_6.png;24689.79691254361;16565.64879552973
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_0_cell_expansion_11_0_threshold_0_6.png;23031.529258450377;6979.7986000097135
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_0_cell_expansion_15_0_threshold_0_8.png;24214.969772290708;12768.713199209653
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_0_2_cell_expansion_1_0_threshold_0_4.png;23750.52376866061;11119.054021598702
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_4_3_cell_expansion_5_0_threshold_0_5.png;24170.709585005192;13211.20673398654
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_2_4_cell_expansion_15_0_threshold_0_8.png;23678.948950217346;10025.160107887395
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_9_0_threshold_0_4.png;24440.039813683565;14963.194432213742
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_4_cell_expansion_11_0_threshold_0_7.png;24603.992403961045;15487.535470148188
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_2_cell_expansion_13_0_threshold_0_8.png;23562.970346431623;9094.547936709438
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_4_2_cell_expansion_5_0_threshold_0_4.png;24608.19259600263;16234.0808893087
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_4_cell_expansion_9_0_threshold_0_5.png;24855.560816634177;17723.553898253722
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_2_cell_expansion_5_0_threshold_0_4.png;24393.65483048317;14358.054817463708
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_4_cell_expansion_3_0_threshold_0_8.png;22504.254273634117;4295.79021098515
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_3_cell_expansion_15_0_threshold_0_5.png;24807.157139678948;17124.005171282275
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_3_cell_expansion_13_0_threshold_0_6.png;24874.42173455257;17921.580400657433
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_3_0_cell_expansion_3_0_threshold_0_5.png;23754.51343022;11058.283363562314
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_1_0_cell_expansion_13_0_threshold_0_6.png;24562.147058180857;15630.575226226609
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_3_cell_expansion_7_0_threshold_0_8.png;23063.464063200187;7002.605209908268
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_4_3_cell_expansion_9_0_threshold_0_4.png;24885.14365845632;18039.203929693973
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_0_cell_expansion_7_0_threshold_0_6.png;23027.68714067232;6960.611973091667
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_3_2_cell_expansion_5_0_threshold_0_5.png;23929.536180753494;11615.509894706967
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_0_0_cell_expansion_11_0_threshold_0_8.png;23156.97739410377;7342.696276002374
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_7_0_threshold_0_6.png;24434.87102531896;14667.328130031095
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_4_0_cell_expansion_3_0_threshold_0_7.png;23426.99104070884;8947.455027482009
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_4_cell_expansion_13_0_threshold_0_6.png;23401.29452554104;9069.045403238302
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_1_1_cell_expansion_3_0_threshold_0_8.png;22971.570728017825;6586.464773043554
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_2_cell_expansion_1_0_threshold_0_7.png;23238.999723393747;8050.804087778517
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_2_1_cell_expansion_11_0_threshold_0_4.png;24210.63047502244;13584.05388912217
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_1_0_cell_expansion_7_0_threshold_0_5.png;24256.95825080751;13450.5017883587
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_3_cell_expansion_9_0_threshold_0_6.png;24748.92942237369;16676.929557510968
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_4_cell_expansion_15_0_threshold_0_6.png;24332.99337015496;13754.572723293177
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_5_0_threshold_0_7.png;23915.23033866125;11572.69979594947
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_0_3_cell_expansion_9_0_threshold_0_5.png;24657.433909100186;16156.274427655011
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_2_1_cell_expansion_13_0_threshold_0_4.png;24753.73318544225;16955.891427068444
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_3_3_cell_expansion_3_0_threshold_0_7.png;23538.257296240587;9553.602012833817
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_2_0_cell_expansion_15_0_threshold_0_8.png;22295.564725834272;3345.912720479547
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_1_cell_expansion_11_0_threshold_0_8.png;22295.564725834272;3345.912720479547
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_4_3_cell_expansion_3_0_threshold_0_6.png;23590.690553701774;9883.836976815044
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_1_cell_expansion_15_0_threshold_0_6.png;24370.63546437497;14195.922903428189
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_2_4_cell_expansion_9_0_threshold_0_4.png;24762.79651212731;16814.390401182856
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_4_0_cell_expansion_15_0_threshold_0_4.png;24825.07506441773;17657.865993717838
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_2_2_cell_expansion_3_0_threshold_0_6.png;24213.411187575737;13189.487979884783
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_3_0_cell_expansion_1_0_threshold_0_5.png;23588.519640994728;10182.848868896222
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_2_1_cell_expansion_5_0_threshold_0_7.png;24391.98875261149;14438.443721260708
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_0_1_cell_expansion_7_0_threshold_0_7.png;24247.03458711166;13529.58454476755
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_4_cell_expansion_7_0_threshold_0_8.png;24133.89829609697;12629.169088451636
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_4_0_cell_expansion_15_0_threshold_0_6.png;24469.10158853025;14682.851093487516
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_4_2_cell_expansion_7_0_threshold_0_4.png;24013.241038800395;12510.455949924582
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_2_2_cell_expansion_15_0_threshold_0_8.png;24157.55403787511;12577.178988197422
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_4_0_cell_expansion_13_0_threshold_0_7.png;24549.883548845097;15543.702440736546
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_1_2_cell_expansion_15_0_threshold_0_4.png;24934.79393032824;19110.29251871779
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_3_4_cell_expansion_13_0_threshold_0_5.png;24895.71291639941;18173.863213845405
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_4_2_cell_expansion_13_0_threshold_0_8.png;24247.317324311287;13231.837128690371
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_2_1_cell_expansion_9_0_threshold_0_6.png;24239.067756111406;13430.557150227856
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_0_cell_expansion_5_0_threshold_0_4.png;23094.45859715924;7313.552987903233
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_3_1_cell_expansion_9_0_threshold_0_7.png;22870.204362814464;6078.224501592147
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_4_2_cell_expansion_13_0_threshold_0_4.png;24744.818353777984;17062.77343149713
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_1_4_cell_expansion_7_0_threshold_0_7.png;24480.19341950409;14886.20513884287
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_1_2_cell_expansion_13_0_threshold_0_7.png;24100.437200242508;12275.002142085008
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_4_3_cell_expansion_15_0_threshold_0_8.png;23730.413873917823;10253.916369256538
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_4_4_cell_expansion_5_0_threshold_0_8.png;22639.743747926743;5109.017786359046
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_1_cell_expansion_9_0_threshold_0_4.png;24692.9719994334;16517.27130640306
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_0_3_cell_expansion_9_0_threshold_0_4.png;24378.87468386969;14860.780668060635
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_4_1_cell_expansion_11_0_threshold_0_8.png;24300.05028195416;13514.591681997485
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_3_4_cell_expansion_5_0_threshold_0_7.png;24709.423191783997;16817.582840858242
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_1_4_cell_expansion_7_0_threshold_0_8.png;22354.129613555007;3587.424590561453
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_2_cell_expansion_7_0_threshold_0_6.png;23812.46248494153;11129.860277281234
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_2_0_cell_expansion_7_0_threshold_0_6.png;24350.39909428277;14306.640008164097
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_0_2_cell_expansion_15_0_threshold_0_4.png;24137.93986183051;13223.79484624544
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_0_1_cell_expansion_9_0_threshold_0_7.png;24536.435272737428;15191.60497338444
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_3_2_cell_expansion_5_0_threshold_0_6.png;23847.798867086447;11391.203669234366
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_2_cell_expansion_9_0_threshold_0_8.png;23889.07526114481;11047.933229719318
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_4_0_cell_expansion_1_0_threshold_0_6.png;23538.117889812303;9855.37312134301
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_0_2_cell_expansion_3_0_threshold_0_8.png;23364.017658761997;8542.676414712238
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_3_2_cell_expansion_7_0_threshold_0_7.png;23232.198264766917;7955.680881051133
