filename,black_pixels,white_pixels
binary_labels_mask_case_id_TCGA-BC-A69I_3_3_cell_expansion_13_0_threshold_0_5-efef.png,49076,16460
binary_labels_mask_case_id_TCGA-BC-A69I_3_3_cell_expansion_13_0_threshold_0_6.png,45618,19918
binary_labels_mask_case_id_TCGA-BC-A69I_3_3_cell_expansion_13_0_threshold_0_6-ecce.png,45618,19918
binary_labels_mask_case_id_TCGA-BC-A69I_4_2_cell_expansion_3_0_threshold_0_7.png,49075,16461
binary_labels_mask_case_id_TCGA-BC-A69I_4_2_cell_expansion_3_0_threshold_0_7-6172.png,49075,16461
binary_labels_mask_case_id_TCGA-BC-A69I_4_4_cell_expansion_11_0_threshold_0_6.png,45616,19920
binary_labels_mask_case_id_TCGA-BC-A69I_4_4_cell_expansion_11_0_threshold_0_6-9ee1.png,45616,19920
binary_labels_mask_case_id_TCGA-CC-5261_0_0_cell_expansion_1_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_0_0_cell_expansion_1_0_threshold_0_4-cb38.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_0_0_cell_expansion_3_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_0_0_cell_expansion_3_0_threshold_0_6-ede2.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_0_2_cell_expansion_5_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_0_2_cell_expansion_5_0_threshold_0_5-9216.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_0_4_cell_expansion_1_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_0_4_cell_expansion_1_0_threshold_0_5-29cf.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_0_4_cell_expansion_9_0_threshold_0_7.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-5261_0_4_cell_expansion_9_0_threshold_0_7-261d.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-5261_1_1_cell_expansion_13_0_threshold_0_6.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-5261_1_1_cell_expansion_13_0_threshold_0_6-a9c9.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-5261_1_1_cell_expansion_13_0_threshold_0_7.png,40217,25319
binary_labels_mask_case_id_TCGA-CC-5261_1_1_cell_expansion_13_0_threshold_0_7-3c47.png,40217,25319
binary_labels_mask_case_id_TCGA-CC-5261_1_1_cell_expansion_5_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_1_1_cell_expansion_5_0_threshold_0_6-1317.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_1_3_cell_expansion_5_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_1_3_cell_expansion_5_0_threshold_0_4-5dee.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_1_4_cell_expansion_15_0_threshold_0_6.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-5261_1_4_cell_expansion_15_0_threshold_0_6-4033.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-5261_2_2_cell_expansion_15_0_threshold_0_7.png,45618,19918
binary_labels_mask_case_id_TCGA-CC-5261_2_2_cell_expansion_15_0_threshold_0_7-9a4e.png,45618,19918
binary_labels_mask_case_id_TCGA-CC-5261_2_3_cell_expansion_11_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_2_3_cell_expansion_11_0_threshold_0_4-c97e.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_3_1_cell_expansion_15_0_threshold_0_7.png,45618,19918
binary_labels_mask_case_id_TCGA-CC-5261_3_1_cell_expansion_15_0_threshold_0_7-ff9c.png,45618,19918
binary_labels_mask_case_id_TCGA-CC-5261_3_1_cell_expansion_15_0_threshold_0_8.png,40217,25319
binary_labels_mask_case_id_TCGA-CC-5261_3_1_cell_expansion_15_0_threshold_0_8-4a5e.png,40217,25319
binary_labels_mask_case_id_TCGA-CC-5261_3_1_cell_expansion_5_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_3_1_cell_expansion_5_0_threshold_0_6-9d43.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_3_2_cell_expansion_3_0_threshold_0_7.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-5261_3_2_cell_expansion_3_0_threshold_0_7-9e18.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-5261_3_2_cell_expansion_9_0_threshold_0_6.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-5261_3_2_cell_expansion_9_0_threshold_0_6-bb7e.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-5261_4_1_cell_expansion_15_0_threshold_0_8.png,49075,16461
binary_labels_mask_case_id_TCGA-CC-5261_4_1_cell_expansion_15_0_threshold_0_8-a571.png,49075,16461
binary_labels_mask_case_id_TCGA-CC-5261_4_1_cell_expansion_9_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_4_1_cell_expansion_9_0_threshold_0_4-771a.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_4_2_cell_expansion_11_0_threshold_0_8.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-5261_4_2_cell_expansion_11_0_threshold_0_8-633a.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-5261_4_2_cell_expansion_15_0_threshold_0_7.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_4_2_cell_expansion_15_0_threshold_0_7-6239.png,65158,378
binary_labels_mask_case_id_TCGA-CC-5261_4_4_cell_expansion_13_0_threshold_0_8.png,45616,19920
binary_labels_mask_case_id_TCGA-CC-5261_4_4_cell_expansion_13_0_threshold_0_8-db70.png,45616,19920
binary_labels_mask_case_id_TCGA-CC-A1HT_0_0_cell_expansion_1_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_0_cell_expansion_1_0_threshold_0_4-f629.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_0_cell_expansion_5_0_threshold_0_8.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_0_cell_expansion_5_0_threshold_0_8-380c.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_1_cell_expansion_5_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_1_cell_expansion_5_0_threshold_0_6-a9e8.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_2_cell_expansion_11_0_threshold_0_7.png,45616,19920
binary_labels_mask_case_id_TCGA-CC-A1HT_0_2_cell_expansion_11_0_threshold_0_7-dbb2.png,45616,19920
binary_labels_mask_case_id_TCGA-CC-A1HT_0_3_cell_expansion_13_0_threshold_0_8.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-A1HT_0_3_cell_expansion_13_0_threshold_0_8-fb2e.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-A1HT_0_3_cell_expansion_7_0_threshold_0_6.png,45617,19919
binary_labels_mask_case_id_TCGA-CC-A1HT_0_3_cell_expansion_7_0_threshold_0_6-a7c9.png,45617,19919
binary_labels_mask_case_id_TCGA-CC-A1HT_0_4_cell_expansion_1_0_threshold_0_7.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_4_cell_expansion_1_0_threshold_0_7-5f55.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_4_cell_expansion_3_0_threshold_0_8.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_4_cell_expansion_3_0_threshold_0_8-c265.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_4_cell_expansion_5_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_0_4_cell_expansion_5_0_threshold_0_6-a7dd.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_1_1_cell_expansion_11_0_threshold_0_6.png,40219,25317
binary_labels_mask_case_id_TCGA-CC-A1HT_1_1_cell_expansion_11_0_threshold_0_6-e2bd.png,40219,25317
binary_labels_mask_case_id_TCGA-CC-A1HT_1_2_cell_expansion_3_0_threshold_0_7.png,40215,25321
binary_labels_mask_case_id_TCGA-CC-A1HT_1_2_cell_expansion_3_0_threshold_0_7-2fff.png,40215,25321
binary_labels_mask_case_id_TCGA-CC-A1HT_1_4_cell_expansion_13_0_threshold_0_5.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-A1HT_1_4_cell_expansion_13_0_threshold_0_5-2071.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-A1HT_2_0_cell_expansion_9_0_threshold_0_8.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_2_0_cell_expansion_9_0_threshold_0_8-102b.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_2_1_cell_expansion_7_0_threshold_0_8.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A1HT_2_1_cell_expansion_7_0_threshold_0_8-53db.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A1HT_3_0_cell_expansion_3_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_3_0_cell_expansion_3_0_threshold_0_5-f225.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_3_1_cell_expansion_7_0_threshold_0_7.png,45618,19918
binary_labels_mask_case_id_TCGA-CC-A1HT_3_1_cell_expansion_7_0_threshold_0_7-0bd6.png,45618,19918
binary_labels_mask_case_id_TCGA-CC-A1HT_3_4_cell_expansion_9_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_3_4_cell_expansion_9_0_threshold_0_6-247d.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_7_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_7_0_threshold_0_6-de77.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_4_2_cell_expansion_15_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_4_2_cell_expansion_15_0_threshold_0_4-54ab.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_4_3_cell_expansion_15_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_4_3_cell_expansion_15_0_threshold_0_4-129d.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A1HT_4_4_cell_expansion_9_0_threshold_0_6.png,49074,16462
binary_labels_mask_case_id_TCGA-CC-A1HT_4_4_cell_expansion_9_0_threshold_0_6-0ca4.png,49074,16462
binary_labels_mask_case_id_TCGA-CC-A3MA_0_0_cell_expansion_11_0_threshold_0_6.png,40217,25319
binary_labels_mask_case_id_TCGA-CC-A3MA_0_0_cell_expansion_11_0_threshold_0_6-0dda.png,40217,25319
binary_labels_mask_case_id_TCGA-CC-A3MA_0_2_cell_expansion_1_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_0_2_cell_expansion_1_0_threshold_0_4-63fa.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_0_2_cell_expansion_5_0_threshold_0_7.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_0_2_cell_expansion_5_0_threshold_0_7-c27a.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_0_3_cell_expansion_11_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_0_3_cell_expansion_11_0_threshold_0_5-45e8.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_5_0_threshold_0_7.png,45616,19920
binary_labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_5_0_threshold_0_7-a15a.png,45616,19920
binary_labels_mask_case_id_TCGA-CC-A3MA_1_1_cell_expansion_15_0_threshold_0_7.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A3MA_1_1_cell_expansion_15_0_threshold_0_7-0cbd.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A3MA_1_2_cell_expansion_15_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_1_2_cell_expansion_15_0_threshold_0_5-182b.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_1_3_cell_expansion_15_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_1_3_cell_expansion_15_0_threshold_0_5-5fe0.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_2_1_cell_expansion_11_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_2_1_cell_expansion_11_0_threshold_0_4-b14d.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_2_1_cell_expansion_5_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_2_1_cell_expansion_5_0_threshold_0_6-94cc.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_2_2_cell_expansion_3_0_threshold_0_7.png,45617,19919
binary_labels_mask_case_id_TCGA-CC-A3MA_2_2_cell_expansion_3_0_threshold_0_7-2488.png,45617,19919
binary_labels_mask_case_id_TCGA-CC-A3MA_2_3_cell_expansion_11_0_threshold_0_8.png,45615,19921
binary_labels_mask_case_id_TCGA-CC-A3MA_2_3_cell_expansion_11_0_threshold_0_8-3534.png,45615,19921
binary_labels_mask_case_id_TCGA-CC-A3MA_3_0_cell_expansion_5_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_0_cell_expansion_5_0_threshold_0_4-3e03.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_2_cell_expansion_5_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_2_cell_expansion_5_0_threshold_0_4-0805.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_3_cell_expansion_11_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_3_cell_expansion_11_0_threshold_0_5-51ef.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_3_cell_expansion_1_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_3_cell_expansion_1_0_threshold_0_5-c639.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_4_cell_expansion_3_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_4_cell_expansion_3_0_threshold_0_6-2f1f.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_3_4_cell_expansion_7_0_threshold_0_8.png,49078,16458
binary_labels_mask_case_id_TCGA-CC-A3MA_3_4_cell_expansion_7_0_threshold_0_8-c86d.png,49078,16458
binary_labels_mask_case_id_TCGA-CC-A3MA_4_0_cell_expansion_13_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_4_0_cell_expansion_13_0_threshold_0_5-2c41.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_4_0_cell_expansion_3_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_4_0_cell_expansion_3_0_threshold_0_6-2acc.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_4_1_cell_expansion_1_0_threshold_0_8.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_4_1_cell_expansion_1_0_threshold_0_8-e35a.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_4_3_cell_expansion_9_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A3MA_4_3_cell_expansion_9_0_threshold_0_4-4b87.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_0_0_cell_expansion_3_0_threshold_0_8.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_0_0_cell_expansion_3_0_threshold_0_8-db34.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_0_1_cell_expansion_9_0_threshold_0_7.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-A8HT_0_1_cell_expansion_9_0_threshold_0_7-cdb1.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-A8HT_0_2_cell_expansion_13_0_threshold_0_4.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A8HT_0_2_cell_expansion_13_0_threshold_0_4-1a8e.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A8HT_0_2_cell_expansion_3_0_threshold_0_7.png,49075,16461
binary_labels_mask_case_id_TCGA-CC-A8HT_0_2_cell_expansion_3_0_threshold_0_7-a9d4.png,49075,16461
binary_labels_mask_case_id_TCGA-CC-A8HT_0_2_cell_expansion_5_0_threshold_0_8.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_0_2_cell_expansion_5_0_threshold_0_8-6639.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_7_0_threshold_0_6.png,45620,19916
binary_labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_7_0_threshold_0_6-b5ed.png,45620,19916
binary_labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_9_0_threshold_0_5.png,45618,19918
binary_labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_9_0_threshold_0_5-77e3.png,45618,19918
binary_labels_mask_case_id_TCGA-CC-A8HT_0_4_cell_expansion_15_0_threshold_0_7.png,45617,19919
binary_labels_mask_case_id_TCGA-CC-A8HT_0_4_cell_expansion_15_0_threshold_0_7-b7da.png,45617,19919
binary_labels_mask_case_id_TCGA-CC-A8HT_0_4_cell_expansion_7_0_threshold_0_8.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_0_4_cell_expansion_7_0_threshold_0_8-5e83.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_1_1_cell_expansion_7_0_threshold_0_8.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-A8HT_1_1_cell_expansion_7_0_threshold_0_8-0719.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-A8HT_1_4_cell_expansion_3_0_threshold_0_4.png,40217,25319
binary_labels_mask_case_id_TCGA-CC-A8HT_1_4_cell_expansion_3_0_threshold_0_4-97c7.png,40217,25319
binary_labels_mask_case_id_TCGA-CC-A8HT_1_4_cell_expansion_5_0_threshold_0_6.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-A8HT_1_4_cell_expansion_5_0_threshold_0_6-c1eb.png,49076,16460
binary_labels_mask_case_id_TCGA-CC-A8HT_2_1_cell_expansion_15_0_threshold_0_8.png,45619,19917
binary_labels_mask_case_id_TCGA-CC-A8HT_2_1_cell_expansion_15_0_threshold_0_8-91c2.png,45619,19917
binary_labels_mask_case_id_TCGA-CC-A8HT_2_3_cell_expansion_13_0_threshold_0_6.png,45615,19921
binary_labels_mask_case_id_TCGA-CC-A8HT_2_3_cell_expansion_13_0_threshold_0_6-0600.png,45615,19921
binary_labels_mask_case_id_TCGA-CC-A8HT_2_4_cell_expansion_1_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_2_4_cell_expansion_1_0_threshold_0_4-46e4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_3_1_cell_expansion_5_0_threshold_0_6.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A8HT_3_1_cell_expansion_5_0_threshold_0_6-20f8.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A8HT_3_3_cell_expansion_11_0_threshold_0_7.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A8HT_3_3_cell_expansion_11_0_threshold_0_7-c641.png,49077,16459
binary_labels_mask_case_id_TCGA-CC-A8HT_3_3_cell_expansion_13_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_3_3_cell_expansion_13_0_threshold_0_4-dbec.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_3_3_cell_expansion_1_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_3_3_cell_expansion_1_0_threshold_0_6-9d75.png,65158,378
binary_labels_mask_case_id_TCGA-CC-A8HT_4_1_cell_expansion_15_0_threshold_0_6.png,49078,16458
binary_labels_mask_case_id_TCGA-CC-A8HT_4_1_cell_expansion_15_0_threshold_0_6-1291.png,49078,16458
binary_labels_mask_case_id_TCGA-CC-A8HT_4_3_cell_expansion_9_0_threshold_0_5.png,40216,25320
binary_labels_mask_case_id_TCGA-CC-A8HT_4_3_cell_expansion_9_0_threshold_0_5-daf4.png,40216,25320
binary_labels_mask_case_id_TCGA-DD-AAED_0_0_cell_expansion_11_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_0_0_cell_expansion_11_0_threshold_0_5-2b79.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_0_1_cell_expansion_1_0_threshold_0_6.png,49078,16458
binary_labels_mask_case_id_TCGA-DD-AAED_0_1_cell_expansion_1_0_threshold_0_6-bd8d.png,49078,16458
binary_labels_mask_case_id_TCGA-DD-AAED_0_2_cell_expansion_11_0_threshold_0_7.png,49078,16458
binary_labels_mask_case_id_TCGA-DD-AAED_0_2_cell_expansion_11_0_threshold_0_7-ec2d.png,49078,16458
binary_labels_mask_case_id_TCGA-DD-AAED_0_2_cell_expansion_13_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_0_2_cell_expansion_13_0_threshold_0_4-058c.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_0_2_cell_expansion_9_0_threshold_0_8.png,49077,16459
binary_labels_mask_case_id_TCGA-DD-AAED_0_2_cell_expansion_9_0_threshold_0_8-8e71.png,49077,16459
binary_labels_mask_case_id_TCGA-DD-AAED_0_3_cell_expansion_15_0_threshold_0_8.png,49076,16460
binary_labels_mask_case_id_TCGA-DD-AAED_0_3_cell_expansion_15_0_threshold_0_8-aa6e.png,49076,16460
binary_labels_mask_case_id_TCGA-DD-AAED_0_3_cell_expansion_9_0_threshold_0_4.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_0_3_cell_expansion_9_0_threshold_0_4-f41f.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_1_0_cell_expansion_13_0_threshold_0_6.png,40214,25322
binary_labels_mask_case_id_TCGA-DD-AAED_1_0_cell_expansion_13_0_threshold_0_6-0427.png,40214,25322
binary_labels_mask_case_id_TCGA-DD-AAED_1_0_cell_expansion_3_0_threshold_0_7.png,40216,25320
binary_labels_mask_case_id_TCGA-DD-AAED_1_0_cell_expansion_3_0_threshold_0_7-e472.png,40216,25320
binary_labels_mask_case_id_TCGA-DD-AAED_1_0_cell_expansion_5_0_threshold_0_5.png,45616,19920
binary_labels_mask_case_id_TCGA-DD-AAED_1_0_cell_expansion_5_0_threshold_0_5-048b.png,45616,19920
binary_labels_mask_case_id_TCGA-DD-AAED_1_1_cell_expansion_7_0_threshold_0_5.png,49078,16458
binary_labels_mask_case_id_TCGA-DD-AAED_1_1_cell_expansion_7_0_threshold_0_5-2fb4.png,49078,16458
binary_labels_mask_case_id_TCGA-DD-AAED_2_0_cell_expansion_1_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_2_0_cell_expansion_1_0_threshold_0_6-5d84.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_2_0_cell_expansion_9_0_threshold_0_6.png,49076,16460
binary_labels_mask_case_id_TCGA-DD-AAED_2_0_cell_expansion_9_0_threshold_0_6-4799.png,49076,16460
binary_labels_mask_case_id_TCGA-DD-AAED_3_1_cell_expansion_15_0_threshold_0_7.png,45618,19918
binary_labels_mask_case_id_TCGA-DD-AAED_3_1_cell_expansion_15_0_threshold_0_7-a715.png,45618,19918
binary_labels_mask_case_id_TCGA-DD-AAED_3_1_cell_expansion_7_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_3_1_cell_expansion_7_0_threshold_0_5-b8ce.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_3_4_cell_expansion_13_0_threshold_0_5.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_3_4_cell_expansion_13_0_threshold_0_5-a436.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_3_4_cell_expansion_3_0_threshold_0_7.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_3_4_cell_expansion_3_0_threshold_0_7-0545.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_3_4_cell_expansion_5_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_3_4_cell_expansion_5_0_threshold_0_6-4068.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_4_0_cell_expansion_13_0_threshold_0_7.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_4_0_cell_expansion_13_0_threshold_0_7-1e17.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_4_0_cell_expansion_7_0_threshold_0_6.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_4_0_cell_expansion_7_0_threshold_0_6-2851.png,65158,378
binary_labels_mask_case_id_TCGA-DD-AAED_4_2_cell_expansion_5_0_threshold_0_4.png,65158,378
